0.001237, 0.049491, 50
0.004949, 0.074237, 50
0.011135, 0.123728, 50
0.019796, 0.173219, 50
0.030932, 0.222710, 50
0.044542, 0.272201, 50
0.060627, 0.321692, 50
0.079186, 0.371183, 50
0.100219, 0.420674, 50
0.123728, 0.470165, 50
0.149711, 0.519657, 50
0.178168, 0.569148, 50
0.209100, 0.618639, 50
0.242506, 0.668130, 50
0.278387, 0.717621, 50
0.316743, 0.767112, 50
0.357573, 0.816603, 50
0.400878, 0.866094, 50
0.446657, 0.915585, 50
0.494911, 0.965076, 50
0.545639, 1.014568, 50
0.598842, 1.064059, 50
0.654520, 1.113550, 50
0.712672, 1.163041, 50
0.773298, 1.212532, 50
0.836400, 1.262023, 50
0.901975, 1.311514, 50
0.970026, 1.361005, 50
1.040550, 1.410496, 50
1.113550, 1.459987, 50
1.189024, 1.509479, 50
1.266972, 1.558970, 50
1.347395, 1.608461, 50
1.430293, 1.657952, 50
1.515665, 1.707443, 50
1.603512, 1.756934, 50
1.693833, 1.806425, 50
1.786629, 1.855916, 50
1.881899, 1.905407, 50
1.979644, 1.954898, 50
2.079863, 2.004390, 50
2.182558, 2.053881, 50
2.287726, 2.103372, 50
2.395369, 2.152863, 50
2.505487, 2.202354, 50
2.618079, 2.251845, 50
2.733146, 2.301336, 50
2.850687, 2.350827, 50
2.970703, 2.400318, 50
3.093194, 2.449809, 50
3.218159, 2.499301, 50
3.345598, 2.548792, 50
3.475513, 2.598283, 50
3.607901, 2.647774, 50
3.742764, 2.697265, 50
3.877760, 2.699910, 50
4.010413, 2.653063, 50
4.140592, 2.603572, 50
4.268296, 2.554081, 50
4.393525, 2.504590, 50
4.516280, 2.455099, 50
4.636561, 2.405608, 50
4.754366, 2.356117, 50
4.869698, 2.306626, 50
4.982554, 2.257135, 50
5.092937, 2.207643, 50
5.200844, 2.158152, 50
5.306277, 2.108661, 50
5.409236, 2.059170, 50
5.509720, 2.009679, 50
5.607729, 1.960188, 50
5.703264, 1.910697, 50
5.796324, 1.861206, 50
5.886910, 1.811715, 50
5.975021, 1.762224, 50
6.060658, 1.712732, 50
6.143820, 1.663241, 50
6.224507, 1.613750, 50
6.302720, 1.564259, 50
6.378459, 1.514768, 50
6.451723, 1.465277, 50
6.522512, 1.415786, 50
6.590827, 1.366295, 50
6.656667, 1.316804, 50
6.720032, 1.267313, 50
6.780924, 1.217821, 50
6.839340, 1.168330, 50
6.895282, 1.118839, 50
6.948749, 1.069348, 50
6.999742, 1.019857, 50
7.048261, 0.970366, 50
7.094304, 0.920875, 50
7.137874, 0.871384, 50
7.178968, 0.821893, 50
7.217588, 0.772402, 50
7.253734, 0.722910, 50
7.287405, 0.673419, 50
7.318601, 0.623928, 50
7.347323, 0.574437, 50
7.373570, 0.524946, 50
7.397343, 0.475455, 50
7.418641, 0.425964, 50
7.437465, 0.376473, 50
7.453814, 0.326982, 50
7.467688, 0.277491, 50
7.479088, 0.227999, 50
7.488014, 0.178508, 50
7.494465, 0.129017, 50
7.498441, 0.079526, 50
7.499943, 0.030035, 50
7.500075, 0.002645, 50
7.500075, 0.000000, 50
