0.000099, 0.009934, 20
0.000497, 0.019869, 20
0.001291, 0.039737, 20
0.002484, 0.059606, 20
0.004073, 0.079475, 20
0.006060, 0.099343, 20
0.008444, 0.119212, 20
0.011226, 0.139081, 20
0.014405, 0.158950, 20
0.017981, 0.178818, 20
0.021955, 0.198687, 20
0.026326, 0.218556, 20
0.031094, 0.238424, 20
0.036260, 0.258293, 20
0.041824, 0.278162, 20
0.047784, 0.298030, 20
0.054142, 0.317899, 20
0.060898, 0.337768, 20
0.068050, 0.357636, 20
0.075600, 0.377505, 20
0.083548, 0.397374, 20
0.091893, 0.417242, 20
0.100635, 0.437111, 20
0.109775, 0.456980, 20
0.119311, 0.476849, 20
0.129246, 0.496717, 20
0.139578, 0.516586, 20
0.150307, 0.536455, 20
0.161433, 0.556323, 20
0.172957, 0.576192, 20
0.184878, 0.596061, 20
0.197197, 0.615929, 20
0.209913, 0.635798, 20
0.223026, 0.655667, 20
0.236537, 0.675535, 20
0.250445, 0.695404, 20
0.264750, 0.715273, 20
0.279453, 0.735142, 20
0.294553, 0.755010, 20
0.310051, 0.774879, 20
0.325946, 0.794748, 20
0.342238, 0.814616, 20
0.358928, 0.834485, 20
0.376015, 0.854354, 20
0.393499, 0.874222, 20
0.411381, 0.894091, 20
0.429660, 0.913960, 20
0.448337, 0.933828, 20
0.467411, 0.953697, 20
0.486882, 0.973566, 20
0.506751, 0.993434, 20
0.527017, 1.013303, 20
0.547680, 1.033172, 20
0.568741, 1.053041, 20
0.590199, 1.072909, 20
0.612055, 1.092778, 20
0.634308, 1.112647, 20
0.656958, 1.132515, 20
0.680006, 1.152384, 20
0.703451, 1.172253, 20
0.727293, 1.192121, 20
0.751533, 1.211990, 20
0.776170, 1.231859, 20
0.801205, 1.251727, 20
0.826637, 1.271596, 20
0.852466, 1.291465, 20
0.878693, 1.311334, 20
0.905317, 1.331202, 20
0.932338, 1.351071, 20
0.959757, 1.370940, 20
0.987573, 1.390808, 20
1.015787, 1.410677, 20
1.044398, 1.430546, 20
1.073406, 1.450414, 20
1.102812, 1.470283, 20
1.132615, 1.490152, 20
1.162815, 1.510020, 20
1.193413, 1.529889, 20
1.224408, 1.549758, 20
1.255801, 1.569627, 20
1.287590, 1.589495, 20
1.319778, 1.609364, 20
1.352362, 1.629233, 20
1.385344, 1.649101, 20
1.418724, 1.668970, 20
1.452501, 1.688839, 20
1.486675, 1.708707, 20
1.521246, 1.728576, 20
1.556215, 1.748445, 20
1.591581, 1.768313, 20
1.627345, 1.788182, 20
1.663506, 1.808051, 20
1.700064, 1.827919, 20
1.737020, 1.847788, 20
1.774373, 1.867657, 20
1.812124, 1.887526, 20
1.850272, 1.907394, 20
1.888817, 1.927263, 20
1.927760, 1.947132, 20
1.967100, 1.967000, 20
2.006837, 1.986869, 20
2.046972, 2.006738, 20
2.087504, 2.026606, 20
2.128433, 2.046475, 20
2.169760, 2.066344, 20
2.211485, 2.086212, 20
2.253606, 2.106081, 20
2.296125, 2.125950, 20
2.339042, 2.145819, 20
2.382355, 2.165687, 20
2.426066, 2.185556, 20
2.470175, 2.205425, 20
2.514681, 2.225293, 20
2.559584, 2.245162, 20
2.604885, 2.265031, 20
2.650583, 2.284899, 20
2.696678, 2.304768, 20
2.743171, 2.324637, 20
2.790061, 2.344505, 20
2.837348, 2.364374, 20
2.885033, 2.384243, 20
2.933115, 2.404111, 20
2.981595, 2.423980, 20
3.030472, 2.443849, 20
3.079746, 2.463718, 20
3.129418, 2.483586, 20
3.179487, 2.503455, 20
3.229954, 2.523324, 20
3.280817, 2.543192, 20
3.332079, 2.563061, 20
3.383737, 2.582930, 20
3.435793, 2.602798, 20
3.488247, 2.622667, 20
3.541097, 2.642536, 20
3.594345, 2.662404, 20
3.647991, 2.682273, 20
3.702034, 2.702142, 20
3.756351, 2.715887, 20
3.810623, 2.713574, 20
3.864573, 2.697516, 20
3.918126, 2.677648, 20
3.971282, 2.657779, 20
4.024040, 2.637910, 20
4.076401, 2.618042, 20
4.128364, 2.598173, 20
4.179930, 2.578304, 20
4.231099, 2.558435, 20
4.281870, 2.538567, 20
4.332244, 2.518698, 20
4.382221, 2.498829, 20
4.431800, 2.478961, 20
4.480982, 2.459092, 20
4.529766, 2.439223, 20
4.578154, 2.419355, 20
4.626143, 2.399486, 20
4.673736, 2.379617, 20
4.720931, 2.359749, 20
4.767728, 2.339880, 20
4.814128, 2.320011, 20
4.860131, 2.300142, 20
4.905737, 2.280274, 20
4.950945, 2.260405, 20
4.995756, 2.240536, 20
5.040169, 2.220668, 20
5.084185, 2.200799, 20
5.127803, 2.180930, 20
5.171025, 2.161062, 20
5.213849, 2.141193, 20
5.256275, 2.121324, 20
5.298304, 2.101456, 20
5.339936, 2.081587, 20
5.381170, 2.061718, 20
5.422007, 2.041850, 20
5.462447, 2.021981, 20
5.502489, 2.002112, 20
5.542134, 1.982243, 20
5.581381, 1.962375, 20
5.620232, 1.942506, 20
5.658684, 1.922637, 20
5.696740, 1.902769, 20
5.734398, 1.882900, 20
5.771658, 1.863031, 20
5.808522, 1.843163, 20
5.844987, 1.823294, 20
5.881056, 1.803425, 20
5.916727, 1.783557, 20
5.952001, 1.763688, 20
5.986877, 1.743819, 20
6.021356, 1.723950, 20
6.055438, 1.704082, 20
6.089122, 1.684213, 20
6.122409, 1.664344, 20
6.155299, 1.644476, 20
6.187791, 1.624607, 20
6.219885, 1.604738, 20
6.251583, 1.584870, 20
6.282883, 1.565001, 20
6.313786, 1.545132, 20
6.344291, 1.525264, 20
6.374399, 1.505395, 20
6.404109, 1.485526, 20
6.433422, 1.465657, 20
6.462338, 1.445789, 20
6.490857, 1.425920, 20
6.518978, 1.406051, 20
6.546701, 1.386183, 20
6.574027, 1.366314, 20
6.600956, 1.346445, 20
6.627488, 1.326577, 20
6.653622, 1.306708, 20
6.679359, 1.286839, 20
6.704698, 1.266971, 20
6.729640, 1.247102, 20
6.754185, 1.227233, 20
6.778332, 1.207365, 20
6.802082, 1.187496, 20
6.825435, 1.167627, 20
6.848390, 1.147758, 20
6.870948, 1.127890, 20
6.893108, 1.108021, 20
6.914871, 1.088152, 20
6.936237, 1.068284, 20
6.957205, 1.048415, 20
6.977776, 1.028546, 20
6.997950, 1.008678, 20
7.017726, 0.988809, 20
7.037105, 0.968940, 20
7.056086, 0.949072, 20
7.074670, 0.929203, 20
7.092857, 0.909334, 20
7.110646, 0.889465, 20
7.128038, 0.869597, 20
7.145033, 0.849728, 20
7.161630, 0.829859, 20
7.177830, 0.809991, 20
7.193632, 0.790122, 20
7.209037, 0.770253, 20
7.224045, 0.750385, 20
7.238655, 0.730516, 20
7.252868, 0.710647, 20
7.266684, 0.690779, 20
7.280102, 0.670910, 20
7.293123, 0.651041, 20
7.305746, 0.631173, 20
7.317972, 0.611304, 20
7.329801, 0.591435, 20
7.341232, 0.571566, 20
7.352266, 0.551698, 20
7.362903, 0.531829, 20
7.373142, 0.511960, 20
7.382984, 0.492092, 20
7.392428, 0.472223, 20
7.401475, 0.452354, 20
7.410125, 0.432486, 20
7.418377, 0.412617, 20
7.426232, 0.392748, 20
7.433690, 0.372880, 20
7.440750, 0.353011, 20
7.447413, 0.333142, 20
7.453678, 0.313273, 20
7.459547, 0.293405, 20
7.465017, 0.273536, 20
7.470091, 0.253667, 20
7.474767, 0.233799, 20
7.479045, 0.213930, 20
7.482926, 0.194061, 20
7.486410, 0.174193, 20
7.489497, 0.154324, 20
7.492186, 0.134455, 20
7.494478, 0.114587, 20
7.496372, 0.094718, 20
7.497869, 0.074849, 20
7.498969, 0.054981, 20
7.499671, 0.035112, 20
7.499999, 0.016400, 20
7.500075, 0.003811, 20
7.500075, 0.000000, 20
